Year,donorcode,donorname,agencycode,agencyname,crsid,projectnumber,initialreport,recipientcode,recipientname,regioncode,regionname,incomegroupcode,incomegroupname,flowcode,flowname,bi_multi,category,finance_t,aid_t,usd_commitment,usd_disbursement,usd_received,usd_commitment_defl,usd_disbursement_defl,usd_received_defl,usd_adjustment,usd_adjustment_defl,usd_amountuntied,usd_amountpartialtied,usd_amounttied,usd_amountuntied_defl,usd_amountpartialtied_defl,usd_amounttied_defl,usd_IRTC,usd_expert_commitment,usd_expert_extended,usd_export_credit,currencycode,commitment_national,disbursement_national,shortdescription,projecttitle,purposecode,purposename,sectorcode,sectorname,channelcode,channelname,channelreportedname,geography,expectedstartdate,completiondate,longdescription,gender,environment,trade,pdgg,FTC,PBA,investmentproject,assocfinance,biodiversity,climateMitigation,climateAdaptation,desertification,commitmentdate,typerepayment,numberrepayment,interest1,interest2,repaydate1,repaydate2,grantelement,usd_interest,usd_outstanding,usd_arrears_principal,usd_arrears_interest,usd_future_DS_principal,usd_future_DS_interest,RMNCH
2015,302,United States,,PEPFAR,,ETdHgNjvvYY,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD1 - Bunkeya,99810,,120,Health,,,,,,,ETdHgNjvvYY,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,yB5Qi3XG4tC,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD2 - Bunkeya,99810,,120,Health,,,,,,,yB5Qi3XG4tC,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,Tec4PM6z7GL,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD3 - Bunkeya,99810,,120,Health,,,,,,,Tec4PM6z7GL,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,yX8ulnFUnuQ,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD4 - Bunkeya,99810,,120,Health,,,,,,,yX8ulnFUnuQ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,dD7zjYifa2r,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dilambwe,99810,,120,Health,,,,,,,dD7zjYifa2r,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,NHB8UlZUgWf,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dipeta 1,99810,,120,Health,,,,,,,NHB8UlZUgWf,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,azHZDwa04XW,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dipeta 2,99810,,120,Health,,,,,,,azHZDwa04XW,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,yfmKBWwZI8Z,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dipeta ,99810,,120,Health,,,,,,,yfmKBWwZI8Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,sMD0nKFjTgt,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,El Shaddai ,99810,,120,Health,,,,,,,sMD0nKFjTgt,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,rlrnyO78Ega,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kakanda HGR,99810,,120,Health,,,,,,,rlrnyO78Ega,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,XDQ2pVVtrnG,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kasolondo,99810,,120,Health,,,,,,,XDQ2pVVtrnG,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,BQI5QUa6ZoW,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kilusonsa,99810,,120,Health,,,,,,,BQI5QUa6ZoW,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,GjdPlhqJsdU,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lukotola,99810,,120,Health,,,,,,,GjdPlhqJsdU,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,FXwl2fM9nla,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mpala,99810,,120,Health,,,,,,,FXwl2fM9nla,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,a0Qlf60zWBs,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mulumbu,99810,,120,Health,,,,,,,a0Qlf60zWBs,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,fElqAXh75Lj,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mwenda Mukose,99810,,120,Health,,,,,,,fElqAXh75Lj,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,dU1qtC7LHCd,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neema - Fungurume ,99810,,120,Health,,,,,,,dU1qtC7LHCd,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,IVMb1W1xvgb,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguba,99810,,120,Health,,,,,,,IVMb1W1xvgb,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,FyecjLVvDRq,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Piscine De Siloe,99810,,120,Health,,,,,,,FyecjLVvDRq,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,nkecxYOrVdx,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Safina ,99810,,120,Health,,,,,,,nkecxYOrVdx,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,Phh3sjKLv28,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shaloom - Fungurume ,99810,,120,Health,,,,,,,Phh3sjKLv28,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,CW7ieVvpnlS,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,St Francois Xavier ,99810,,120,Health,,,,,,,CW7ieVvpnlS,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,RZ7L5q70Ulr,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD1 - Fungurume ,99810,,120,Health,,,,,,,RZ7L5q70Ulr,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,rLXE3glb0EX,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD2 - Fungurume ,99810,,120,Health,,,,,,,rLXE3glb0EX,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,P3tRxwEPhrJ,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD3 - Fungurume,99810,,120,Health,,,,,,,P3tRxwEPhrJ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,TfuoeUKy2Qk,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tenke,99810,,120,Health,,,,,,,TfuoeUKy2Qk,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,GfNyZSEQihB,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cimenkat Lubudi HGR,99810,,120,Health,,,,,,,GfNyZSEQihB,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,Khk0Xbc0cU8,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalonga ,99810,,120,Health,,,,,,,Khk0Xbc0cU8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,k66m7sRmq5g,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kansenia Hopital,99810,,120,Health,,,,,,,k66m7sRmq5g,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,TPf7tuulIsj,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mukabe ,99810,,120,Health,,,,,,,TPf7tuulIsj,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,LHUOwRgNQkr,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD1 - Lubudi,99810,,120,Health,,,,,,,LHUOwRgNQkr,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,gHZ7OExrQ1A,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD2 - Lubudi,99810,,120,Health,,,,,,,gHZ7OExrQ1A,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,MnMX68So59s,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD3 - Lubudi,99810,,120,Health,,,,,,,MnMX68So59s,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,Sf93e7ldA3b,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chisambu,99810,,120,Health,,,,,,,Sf93e7ldA3b,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,LZFJh3OlwrG,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kongolo M,99810,,120,Health,,,,,,,LZFJh3OlwrG,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,hnTreNgH5Uq,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD1 - Manika,99810,,120,Health,,,,,,,hnTreNgH5Uq,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,mTKQdb7qJp4,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD2 - Manika,99810,,120,Health,,,,,,,mTKQdb7qJp4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,GDq8ePsJuxY,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD3 - Manika,99810,,120,Health,,,,,,,GDq8ePsJuxY,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,GFiXEwmLieo,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hopital du Personnel de Kolwezi (HPK) - Dilala HGR,99810,,120,Health,,,,,,,GFiXEwmLieo,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,d0cWHAjRywv,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kapata ,99810,,120,Health,,,,,,,d0cWHAjRywv,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,QpgD5Uj3HjW,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luilu ,99810,,120,Health,,,,,,,QpgD5Uj3HjW,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,nuq8uhRKNFS,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Methodiste - Dilala CH,99810,,120,Health,,,,,,,nuq8uhRKNFS,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,isAwTDsnPSu,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kanzenze HGR,99810,,120,Health,,,,,,,isAwTDsnPSu,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,kxFSJECuf8H,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nseke HGR,99810,,120,Health,,,,,,,kxFSJECuf8H,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,lQzVWrJg5L0,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nzilo ,99810,,120,Health,,,,,,,lQzVWrJg5L0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,tMCm8p143Yx,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD1 - Kanzenze ,99810,,120,Health,,,,,,,tMCm8p143Yx,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,I5y4pJ239nW,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD2 - Kanzenze ,99810,,120,Health,,,,,,,I5y4pJ239nW,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,lh37qCucAhX,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD3 - Kanzenze,99810,,120,Health,,,,,,,lh37qCucAhX,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,cBfbLxAKRUl,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD4 - Kanzenze,99810,,120,Health,,,,,,,cBfbLxAKRUl,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,Nyl2xAuv1uP,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tshamundenda1 ,99810,,120,Health,,,,,,,Nyl2xAuv1uP,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,nW8wTIVRZEJ,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wakipindji ,99810,,120,Health,,,,,,,nW8wTIVRZEJ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,ng3bAARjI18,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walemba ,99810,,120,Health,,,,,,,ng3bAARjI18,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,n16AMpmaBBt,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kawama,99810,,120,Health,,,,,,,n16AMpmaBBt,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,chillOaHvph,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kawama - Lualaba ,99810,,120,Health,,,,,,,chillOaHvph,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,ZJlkcX5ekzy,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kinsafu ,99810,,120,Health,,,,,,,ZJlkcX5ekzy,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,uhqieW6ihBm,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mupanja,99810,,120,Health,,,,,,,uhqieW6ihBm,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,TgpzvIaMGjx,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mupanja ,99810,,120,Health,,,,,,,TgpzvIaMGjx,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,DHdtwc3Iprl,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mwanfwe ,99810,,120,Health,,,,,,,DHdtwc3Iprl,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,jREWnvxLOUa,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pwene ,99810,,120,Health,,,,,,,jREWnvxLOUa,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,IlKdUkwjRKq,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pwibwe ,99810,,120,Health,,,,,,,IlKdUkwjRKq,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,AxZCtlC28CW,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radem - Lualaba ,99810,,120,Health,,,,,,,AxZCtlC28CW,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,vGNO82RvTwu,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,SNCC Mupandja ,99810,,120,Health,,,,,,,vGNO82RvTwu,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,m9fUAf2t2ca,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD1 - Lualaba,99810,,120,Health,,,,,,,m9fUAf2t2ca,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,KAjuGGXfc2q,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD2 - Lualaba,99810,,120,Health,,,,,,,KAjuGGXfc2q,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,YTorSE96hbY,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD3 - Lualaba,99810,,120,Health,,,,,,,YTorSE96hbY,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,e1SKC7deW5O,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afia Manika ,99810,,120,Health,,,,,,,e1SKC7deW5O,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,ZrMzWN6H5n6,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betshaida ,99810,,120,Health,,,,,,,ZrMzWN6H5n6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,v1SDeFQa2P6,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kasulo ,99810,,120,Health,,,,,,,v1SDeFQa2P6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,WenMdOJzwbO,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manika ,99810,,120,Health,,,,,,,WenMdOJzwbO,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,F2Abc0EFhbF,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mwangeji HGR,99810,,120,Health,,,,,,,F2Abc0EFhbF,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,K9CdDv7GBh7,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kayambe ,99810,,120,Health,,,,,,,K9CdDv7GBh7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,GnnshwHG2Xf,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luilu,99810,,120,Health,,,,,,,GnnshwHG2Xf,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,DXjIcYTi9KU,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maisha ,99810,,120,Health,,,,,,,DXjIcYTi9KU,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,LGTFak63EnY,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mutshatsha HGR,99810,,120,Health,,,,,,,LGTFak63EnY,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,tk0OsUgMREV,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD1 - Mutshatsha,99810,,120,Health,,,,,,,tk0OsUgMREV,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,BPnZvzIEWgD,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD2 - Mutshatsha,99810,,120,Health,,,,,,,BPnZvzIEWgD,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,UgUBuibjG0R,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD3 - Mutshatsha,99810,,120,Health,,,,,,,UgUBuibjG0R,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,LVI2IJ9DFRd,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD4 - Mutshatsha,99810,,120,Health,,,,,,,LVI2IJ9DFRd,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,K5N3wrcWjbE,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katanga,99810,,120,Health,,,,,,,K5N3wrcWjbE,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,Vb8lDLXkHjJ,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luisha,99810,,120,Health,,,,,,,Vb8lDLXkHjJ,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,m7qqHJKoBZD,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lupidi 2,99810,,120,Health,,,,,,,m7qqHJKoBZD,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,eZXOmZXhqYz,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ndakata,99810,,120,Health,,,,,,,eZXOmZXhqYz,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,GVoGUHUxJmX,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD1 - Kapolowe ,99810,,120,Health,,,,,,,GVoGUHUxJmX,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,UYO8aH2xVLO,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD2 - Kapolowe ,99810,,120,Health,,,,,,,UYO8aH2xVLO,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,fMEVCO7w4WH,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD3 - Kapolowe,99810,,120,Health,,,,,,,fMEVCO7w4WH,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,Nt15Ue8D0ob,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELYSEE ,99810,,120,Health,,,,,,,Nt15Ue8D0ob,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,d4GM38NzLIO,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kalulwa,99810,,120,Health,,,,,,,d4GM38NzLIO,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,YRj8q2Ehlqt,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kampemba - Kikula,99810,,120,Health,,,,,,,YRj8q2Ehlqt,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,VHNwMH6Q8HW,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA BLANCHE,99810,,120,Health,,,,,,,VHNwMH6Q8HW,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,GJhhJHblD3b,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mlinzi,99810,,120,Health,,,,,,,GJhhJHblD3b,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,EsnRGwr0CZj,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moriah,99810,,120,Health,,,,,,,EsnRGwr0CZj,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,VhnkBSh7CNu,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD1 - Kikula ,99810,,120,Health,,,,,,,VhnkBSh7CNu,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,EquOikly5xK,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,TBD2 - Kikula ,99810,,120,Health,,,,,,,EquOikly5xK,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,302,United States,,PEPFAR,,AvTMqC1Xosu,,235,"Congo, Dem. Rep.",,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uzima,99810,,120,Health,,,,,,,AvTMqC1Xosu,,,,,,,,,,,,,,,,,,,,,,,,,,,
